Restaurants,address,city,ratings,prices,cuisines,Meal_Type,Restaurant_offer_percentage,Online_payment_offer_percentage
Deja Brew,"Greater Kailash (GK) 2, South Delhi",Delhi,4.3,1000,Multicuisine,Lunch,25,25
Chica Loca By Sunny Leone,"Sector 129, Noida",Noida,4.3,1000,Multicuisine,Lunch,20,25
Pepper Pot,"Sector 56, Gurgaon",Gurgaon,4.5,600,"North Indian, Chinese",Lunch,30,25
Khidmat,"Sector 50, Noida",Noida,4.3,750,North Indian,Lunch,15,25
Underdoggs,"Sector 62, Noida",Noida,4.7,1800,Multicuisine,Lunch,20,25
Nineteen 78,"Select Citywalk Mall, Saket",Saket,4.2,1500,"Asian, Continental",Lunch,25,25
Moire Cafe Lounge & Bar,"Gardens Galleria Mall, Sector 38 Noida",Noida,3.9,1500,Cocktail Menu,Lunch,50,25
Cafe Mez,"Cyber Hub, Gurgaon",Gurgaon,4.5,1500,"Middle Eastern, Mediterranean",Lunch,15,25
La Isla,"Greater Kailash (GK) 1, South Delhi",Delhi,5.0,1200,"Italian, Mexican",Lunch,25,25
Central Delhi From The House of CP's Minar Since 1970,"M3M IFC, Sector 66, Gurgaon",Gurgaon,4.5,2200,Indian,Lunch,35,25
Kunga Cafe & Restaurant,"Majnu ka Tila, North Delhi",Delhi,4.3,1200,Multicuisine,Lunch,25,25
F Bar By Fashion TV,"Sector 133, Noida",Noida,5.0,1500,Multicuisine,Lunch,50,25
The Beer Garden,"Sector 63, Noida",Noida,5.0,1500,Multicuisine,Lunch,20,25
Ryu Rooftop Bar,"32nd Avenue, Gurgaon",Gurgaon,4.4,2000,"Cocktail Menu, Multicuisine",Lunch,20,25
World Cafe,"Vibe by the Lalit Traveller, Faridabad",Faridabad,4.2,1000,Multicuisine,Lunch,30,25
Chapter Twelve,"Sector 12, Faridabad",Faridabad,4.4,1500,"Cocktail Menu, Multicuisine",Lunch,30,25
Dastak,"Sector 16, Faridabad",Faridabad,3.9,1000,Multicuisine,Lunch,20,25
The Masala Kitchen,"Preet Vihar, East Delhi",Delhi,3.4,1100,Multicuisine,Lunch,30,25
New Town Cafe,"Hotel Park Plaza, Gurgaon",Gurgaon,4.5,2000,Multicuisine,Lunch,25,25
Mala - Akbari,"Ambience Mall, Vasant Kunj",Vasant Kunj,4.3,2000,"Mughlai, North Indian",Lunch,15,25
Dwarka SYD Rooftop Cafe,"Sector 12, Dwarka, West Delhi",Delhi,4.2,700,Multicuisine,Lunch,20,25
Housefull Cafe & Lounge,"GTB Nagar, North Delhi",Delhi,3.8,1200,Multicuisine,Lunch,25,25
"Factory Pub,Bar & Brewery","Sector 29, Gurgaon",Gurgaon,3.5,1600,Multicuisine,Lunch,30,25
Mezze Mambo,"Greater Kailash (GK) 2, South Delhi",Delhi,4.4,2500,Middle Eastern,Lunch,20,25
Michigan Tap,"Eros City Square Mall, Gurgaon",Gurgaon,4.0,1500,"Chinese, North Indian",Lunch,35,25
Anardana,"Unity One Elegante Mall, Netaji Subhash Place, North Delhi",Delhi,4.7,2000,Multicuisine,Lunch,20,25
Seasonal Tastes,"The Westin, Gurgaon",Gurgaon,4.3,4500,Multicuisine,Lunch,50,25
Hype,"Sector 62, Noida",Noida,2.7,1500,"Chinese, Indian, Continental",Lunch,25,25
Desi Firangi by Clay Inn Hotel,"Sector 49, Gurgaon",Gurgaon,4.6,1200,Multicuisine,Lunch,30,25
IFC Moti Mahal,"Sector 66, Gurgaon",Gurgaon,4.1,1100,North Indian,Lunch,30,25
The Good Food Cafe,"Pitampura, North Delhi",Delhi,3.7,700,"Continental, Cafe, Healthy Food",Lunch,25,25
Parlour,"Grand Hyatt, Gurgaon",Gurgaon,4.3,1500,"Finger Food, Bakery, Coffee and Tea, Desserts",Lunch,15,25
Spectra,"The Leela Ambience, Gurgaon",Gurgaon,4.4,5000,Multicuisine,Lunch,20,25
Pllatos,"Vasant Kunj, South Delhi",Vasant Kunj,3.8,1500,"Cocktail Menu, Multicuisine",Lunch,40,25
Uncle's Delhi,"Vasant Vihar, South Delhi",Delhi,5.0,1000,Multicuisine,Lunch,20,25
Miss Pinto,"Vasant Vihar, South Delhi",Delhi,4.2,2500,European,Lunch,10,25
Maamouche's Alchemy Bar,"Sector 110, Noida",Noida,4.7,1000,Continental,Lunch,25,25
IKI & GAI,"R K Puram, South Delhi",Delhi,5.0,3000,Global Cuisine,Lunch,15,25
Atrium Bar  & Lounge,"The Suryaa Hotel, New Delhi",Delhi,4.0,3000,"Cocktail Menu, Finger Food",Lunch,25,25
Garden House Cafe & Health Kitchen,"Shahpur Jat, South Delhi",Delhi,4.3,1000,European,Lunch,45,25
Barcode,"Dwarka, West Delhi",Delhi,4.1,1200,Multicuisine,Lunch,25,25
The Epicure,"IIDL Suites, New  Delhi",Delhi,3.7,2200,Multicuisine,Lunch,25,25
Rare Eastern Dining,"Radisson Blu MBD, Noida",Noida,4.6,4000,Chinese,Lunch,15,25
Cecilia’s Pizzeria,"Rajouri Garden, West Delhi",Delhi,4.4,1500,Pizza,Lunch,20,25
Classy Cafe Bar & Restaurant ,"South Extension 1, South Delhi",Delhi,4.5,1200,"Cocktail Menu, Multicuisine",Lunch,20,25
SHIN'YA,"Hyatt Regency, Gurgaon",Gurgaon,4.3,3000,"Asian, Japanese, Korean, Indonesian",Lunch,30,25
Mamagoto,"DLF Mall of India, Sector 18, Noida",Noida,4.4,1500,Pan Asian,Lunch,15,25
Celeste,"32nd Avenue, Gurgaon",Gurgaon,4.3,1600,Modern Indian,Lunch,20,25
The Sunday House,"Punjabi Bagh, West Delhi",Delhi,4.2,1400,"Italian, Indian, Chinese",Lunch,20,25
Azula Asian Kitchen & Bar,"New Friends Colony, South Delhi",Delhi,4.7,1400,Pan Asian,Lunch,30,25
Govardhan,"Aurobindo Marg, South Delhi",Delhi,4.4,550,South Indian,Lunch,15,25
Berco's,"Saket, South Delhi",Saket,4.7,750,Chinese,Lunch,20,25
Glaza Bar & Beyond,"M3m 65th Avenue, Sector 65, Gurgaon",Gurgaon,4.4,1600,Multicuisine,Lunch,50,25
Glori,"Mayapuri Phase 1, West Delhi",Delhi,5.0,1500,Multicuisine,Lunch,20,25
Cafe 55,"Park Inn, Gurgaon",Gurgaon,3.4,1200,Multicuisine,Lunch,25,25
Quoin Bar,Novotel New Delhi Aerocity-An AccorHotels Brand,Delhi,4.8,3500,"Cocktail Menu, Finger Food",Lunch,30,25
Della Nucci,"Sector 104, Noida",Noida,4.0,1000,Multicuisine,Lunch,30,25
The Game Palacio,"DLF Mall of India, Sector 18, Noida",Noida,4.0,1500,Multicuisine,Lunch,30,25
Stallion,"Pride Plaza Hotel, New Delhi",Delhi,4.9,3000,Cocktail Menu,Lunch,25,25
Shan-e-Awadh,"Pride Plaza Hotel, New Delhi",Delhi,4.0,2400,Indian,Lunch,30,25
21 Candles Restaurant & Cafe,"Anand Vihar, East Delhi",Delhi,4.2,1000,Multicuisine,Lunch,30,25
Fulka - by Bella Italia,"Gwal Pahari, Gurgaon",Gurgaon,5.0,1000,"Chinese, North Indian",Lunch,25,25
Bitters,"Sandal Suites, Noida",Noida,5.0,1000,"Finger Food, Cocktail Menu",Lunch,25,25
Sutra Gastropub,"Cyber Hub, Gurgaon",Gurgaon,4.2,2500,"Cocktail Menu, Multicuisine",Lunch,10,25
The Hangar Lounge Bar,Holiday Inn New Delhi International Airport,Delhi,4.7,2500,"Cocktail Menu, Finger Food",Lunch,25,25
Samarkand,"Sector 29, Noida",Noida,4.4,1400,North Indian,Lunch,20,25
Soy & Curry,"Sector 86, Gurgaon",Gurgaon,4.5,1000,Multicuisine,Lunch,25,25
 Spize Sizzlers - Bistro & Bar,"Sector 63, Noida",Noida,4.0,3000,Multicuisine,Lunch,25,25
My Tea Chapel,"Cyber Hub, Gurgaon",Gurgaon,4.6,1000,"Beverages, Pizza",Lunch,25,25
Shahi Mahal Restro Bar,"Spectrum Metro Mall, Noida",Noida,4.0,1200,Multicuisine,Lunch,20,25
Bizi Bean,"Vasant Kunj, South Delhi",Vasant Kunj,4.7,500,"Bakery, Cafe",Lunch,25,25
Baru Ristoranté,"Sector 4, Noida",Noida,3.7,1500,Multicuisine,Lunch,30,25
G Bar,"The Grand, New Delhi",Delhi,4.7,2200,Cocktail Menu,Lunch,25,25
Padmanabham,"Rajendra Place, Central Delhi",Delhi,3.0,600,"Chinese, North Indian, South Indian",Lunch,20,25
T.K'S Oriental Grill,"Hyatt Regency, New Delhi",Delhi,4.5,4000,Japanese,Lunch,15,25
Bruno's Pizzeria ,"Galleria Market, Gurgaon",Gurgaon,4.0,1500,"European, Italian",Lunch,50,25
SXVIII,"Radisson Blu MBD, Noida",Noida,4.3,4000,Multicuisine,Lunch,15,25
Binch,"Greater Kailash (GK) 1, South Delhi",Delhi,3.2,1800,"Cocktail Menu, Multicuisine",Lunch,40,25
Kamikaze By the Game Palacio,"DLF Mall of India, Sector 18, Noida",Noida,3.5,1500,Multicuisine,Lunch,30,25
Buona Sera,"Sector 104, Noida",Noida,4.6,1000,Multicuisine,Lunch,35,25
The Barbeque Company,"Sector 75, Noida",Noida,3.4,2500,"Multicuisine, Barbeque",Lunch,40,25
Hing- The Indian Story,"Sector 104, Noida",Noida,4.0,900,North Indian,Lunch,20,25
Uncultured Cafe & Bar,"Kailash Colony, South Delhi",Delhi,4.2,1500,Multicuisine,Lunch,30,25
Diya ,"The Leela Ambience, Gurgaon",Gurgaon,4.4,4500,Regional Indian,Lunch,20,25
Garden Grub Cafe,"Sector 43, Gurgaon",Gurgaon,5.0,800,Multicuisine,Lunch,15,25
Breakin’ Brew,"Sector 66, Gurgaon",Gurgaon,5.0,700,Multicuisine,Lunch,20,25
Orange Room By Habbit,"Vasant Vihar, South Delhi",Delhi,4.3,1500,Multicuisine,Lunch,15,25
Brown Brew,"Sector 46, Gurgaon, Gurgaon",Gurgaon,4.0,1200,Multicuisine,Lunch,25,25
Cafe High Octane,"Sector 135, Noida",Noida,4.0,1000,Street Food,Lunch,25,25
#3Bros Express,"Sector 75, Noida",Noida,4.0,600,Pan Asian,Lunch,25,25
Zenba,"Vibe by the Lalit Traveller, Faridabad",Faridabad,4.0,1200,Multicuisine,Lunch,25,25
The Imperial Spice,"Elan Epic Mall, Sector 70 Gurgaon",Gurgaon,4.8,2000,"North Indian, Continental",Lunch,25,25
Gastronomica,"Greater Kailash (GK) 1, South Delhi",Delhi,4.2,2000,Casual Eclectic,Lunch,30,25
The Coffee Bean & Tea Leaf	,"Rajouri Garden, West Delhi",Delhi,4.2,600,Coffee and Tea,Lunch,30,25
Breakin Brew,"Ambience Mall, Gurgaon",Gurgaon,5.0,1200,Multicuisine,Lunch,20,25
Bekal Cafe,"Techzone 4, Greater Noida, Noida",Noida,4.6,1200,Multicuisine,Lunch,20,25
Jalsa Air Bar,"Sector 49, Gurgaon",Gurgaon,4.3,1200,Multicuisine,Lunch,10,25
Kewaan,"Malviya Nagar, South Delhi",Delhi,5.0,1500,Pan Asian,Lunch,20,25
Finns Cafe,"Sector 104, Noida",Noida,5.0,1100,Multicuisine,Lunch,20,25
Cafe C,"DLF South Court Mall, Saket",Saket,3.0,1500,Multicuisine,Lunch,30,25
Masala Munch Vegetarian Restaurant,"Manesar, Gurgaon",Gurgaon,4.4,800,Multicuisine,Lunch,20,25
Culinaire,"Sector 15, Faridabad",Faridabad,4.5,1200,"Thai, Chinese",Lunch,30,25
Amritsari Haveli,"Sector 18, Noida",Noida,4.0,1000,Indian,Lunch,30,25
Depot 48,"Greater Kailash (GK) 2, South Delhi",Delhi,4.2,1800,"Mexican, American",Lunch,30,25
Miss Nora,"Sector 43, Noida",Noida,3.7,1500,Pan Asian,Lunch,25,25
W XYZ,Aloft Hotel Aerocity New Delhi,Delhi,3.6,2500,"Finger Food, Cocktail Menu",Lunch,25,25
Himalayan Coffee House,"Majnu ka Tila, North Delhi",Delhi,4.0,1000,Multicuisine,Lunch,15,25
Aban by Thai High,"Mehrauli, South Delhi",Delhi,3.0,2000,Thai,Lunch,30,25
Food Frolic Microbrewery & Bar,"Sector 83, Gurgaon",Gurgaon,4.0,2000,Multicuisine,Lunch,50,25
Malamen Kitchen and Bar,"Okhla Phase 3, South Delhi",Delhi,4.6,1200,Multicuisine,Lunch,20,25
Dolche by Duty Free,"GT Karnal Rd, Gujranwala Town, North Delhi",Delhi,4.0,2800,Multicuisine,Lunch,30,25
The Tandoori Village,"DLF Mall of India, Sector 18, Noida",Noida,4.3,3000,North Indian,Lunch,20,25
At Live,"Sector 104, Noida",Noida,4.3,1500,Multicuisine,Lunch,25,25
Tipsy Terrace,"Preet Vihar, East Delhi",Delhi,4.0,1500,Multicuisine,Lunch,30,25
Dirty Rabbit,"Kailash Colony, South Delhi",Delhi,4.0,1800,Multicuisine,Lunch,30,25
Bella Rossa,"Vijay Nagar, North Delhi",Delhi,4.3,2000,Multicuisine,Lunch,20,25
Veranda ,"Park Plaza, Faridabad",Faridabad,4.2,2200,Multicuisine,Lunch,25,25
COCCO N CURRY,"Sapphire 90 Mall, Sector 90, Gurgaon",Gurgaon,5.0,1000,Multicuisine,Lunch,25,0
Mustard Madras,"Cyber Hub, Gurgaon",Gurgaon,4.5,1500,South Indian,Lunch,15,25
Chica,"Netaji Nagar, South Delhi",Delhi,4.2,2600,Multicuisine,Lunch,10,25
Garden Lovers Botanical Boutique & Cafe,"MGF Plaza Mall, Gurgaon",Gurgaon,4.2,700,Cafe,Lunch,15,25
Bonne Foi 65,"East of Kailash, South Delhi",Delhi,4.5,1200,Multicuisine,Lunch,10,25
Getafix,"Cross Point Mall, Gurgaon",Gurgaon,4.6,1200,Continental,Lunch,15,25
Downtown Skye Alfresco & Brewery,"Sector 54, Gurgaon",Gurgaon,4.8,1800,Multicuisine,Lunch,30,25
Café Bean and Basil,"Sector 32, Noida",Noida,4.6,900,Continental,Lunch,15,25
NAO - Next Asian Outing,"Greater Kailash (GK) 2, South Delhi",Delhi,5.0,1800,"Pan Asian, Thai Food",Lunch,15,25
Show Sha Baazi,"Preet Vihar, East Delhi",Delhi,3.7,1000,Multicuisine,Lunch,30,25
 Odella,"Green Park Extension Market, South Delhi",Delhi,4.3,2000,"Multicuisine, Desserts, Sushi, Pasta, Modern Indian, Asian",Lunch,25,25
Cafe After Hours,"Dwarka, West Delhi",Delhi,4.2,900,Cocktail Menu,Lunch,15,25
Cafe Tuya Te,"Sector 54, Gurgaon",Gurgaon,4.0,1000,Multicuisine,Lunch,20,25
The Pint Room,"Sector 132, Noida",Noida,4.0,1500,Multicuisine,Lunch,20,25
Cuoco The Cafe,"Prashant Vihar, North Delhi",Delhi,3.0,600,Multicuisine,Lunch,25,25
Saucy Cocktail Garden,"Vishal Enclave, Rajouri Garden, West Delhi",Delhi,3.4,2000,Multicuisine,Lunch,30,25
House of Migo,"Sector 143, Noida",Noida,4.7,2000,"Italian, Multicuisine",Lunch,15,25
Raasa Awadh,"DLF Phase 1, Gurgaon",Gurgaon,5.0,600,Multicuisine,Lunch,15,25
The Palette Cafe,"Sector 104, Noida",Noida,5.0,1700,"Italian, Lebanese, Mexican",Lunch,15,25
Dhaba at Atta,"Sector 18, Noida",Noida,4.1,1000,"Chinese, North Indian",Lunch,15,25
Sufiaana,"Ashok Vihar Phase 2, North Delhi",Delhi,3.7,2000,North Indian,Lunch,10,25
Masala Synergy,"M3M IFC, Sector 66, Gurgaon",Gurgaon,4.6,2000,"North Indian, Modern Indian",Lunch,20,25
Wok In The Clouds,"Rajouri Garden, West Delhi",Delhi,4.3,2000,Chinese,Lunch,20,25
Tizoe,"Khel Gaon Marg, South Delhi",Delhi,2.5,1300,Multicuisine,Lunch,35,25
Unlocked - Bar.Kitchen.Escape Room,"32nd Avenue, Gurgaon",Gurgaon,4.1,1200,Continental,Lunch,15,25
Café Ciro,"Sector 120, Noida",Noida,4.5,1000,Multicuisine,Lunch,10,25
Courtyard Revibe,"Sector 17, Dwarka, West Delhi",Delhi,3.7,1000,Multicuisine,Lunch,20,25
Cecilia's Pizzeria,"Panchsheel Park, South Delhi",Delhi,4.3,1200,Italian,Lunch,15,25
Drums of Heaven,"Green Park, South Delhi",Delhi,4.5,900,Chinese,Lunch,25,25
AIR- An Ivory Region ,"Punjabi Bagh, West Delhi",Delhi,3.8,1200,Multicuisine,Lunch,20,25
Moets,"Sector 70, Gurgaon",Gurgaon,4.4,2000,Multicuisine,Lunch,15,25
SOYI,"Sector 49, Noida",Noida,4.5,1100,Multicuisine,Lunch,30,25
COCCO N CURRY,"Good Earth City Centre, Gurgaon",Gurgaon,4.0,1000,Multicuisine,Lunch,25,0
Ministry Of Sound,"Gardens Galleria Mall, Sector 38 Noida",Noida,4.1,4000,Multicuisine,Lunch,25,25
United Coffee House Rewind,"DLF Mall of India, Sector 18, Noida",Noida,4.2,1500,"Desserts, European, Mediterranean, North Indian, Multicuisine, Asian",Lunch,25,25
The Clay Oven,"Green Park, South Delhi",Delhi,4.4,1200,Indian,Lunch,20,25
Kartoon Cafe,"Rajouri Garden, West Delhi",Delhi,4.9,1200,Multicuisine,Lunch,20,25
Jamie Oliver Kitchen,"Ambience Mall, Gurgaon",Gurgaon,4.0,2000,Italian,Lunch,25,25
Miss Doozy,"Chittaranjan Park, South Delhi",Delhi,4.0,2000,Multicuisine,Lunch,50,25
Cafe Fika ,"Hauz Khas Village, South Delhi",Delhi,4.0,1200,Cafe,Lunch,25,25
Kijiji On The Roof ,"Sector 47, Gurgaon",Gurgaon,4.7,1800,"Cocktail Menu, Multicuisine",Lunch,20,25
Syrah,"Hyatt Regency, New Delhi",Delhi,4.5,5200,"Mediterranean, Middle Eastern",Lunch,15,25
Old Street Cafe & Lounge,"Vijay Nagar, North Delhi",Delhi,5.0,1100,Multicuisine,Lunch,20,25
Ingri at Museo,"DLF Phase 4, Gurgaon",Gurgaon,4.1,1500,European,Lunch,30,25
Zoca Cafe,"Airia Mall, Sector 68, Gurgaon",Gurgaon,4.0,1000,Multicuisine,Lunch,10,25
Melt House,"Greater Kailash (GK) 2, South Delhi",Delhi,4.5,1400,Cafe,Lunch,15,25
Say Fontina,"Sector 129, Noida",Noida,4.3,1200,Multicuisine,Lunch,25,25
Ryba Cafe & Dining,"DLF Phase 4, Gurgaon",Gurgaon,4.9,1300,"Mediterranean, North Indian, Turkish",Lunch,20,25
Panoramic,"Suraj Kund, Faridabad",Faridabad,3.7,2100,"Chinese, Indian",Lunch,50,25
Mala-Akbari,"32nd Avenue, Gurgaon",Gurgaon,4.4,1800,Indian,Lunch,15,25
Pincode By Chef Kunal Kapur,"Select Citywalk Mall, Saket",Saket,4.1,1200,Indian,Lunch,15,25
Trippy Tequila,"Gardens Galleria Mall, Sector 38 Noida",Noida,3.5,1200,Multicuisine,Lunch,30,25
Thai Esan,"Central Plaza Mall, Gurgaon",Gurgaon,4.0,1000,Thai,Lunch,15,25
Cafe Breeze - Air By Ahuja Residency,"Sector 25, Gurgaon, Gurgaon",Gurgaon,4.0,1000,Multicuisine,Lunch,15,25
Punjabi By Nature,"Sector 81, Faridabad, Faridabad",Faridabad,4.0,2000,North Indian,Lunch,15,25
Shift Coffee And Cocktail,"The Boulevard At Magnum Global Park, Sector 58, Gurgaon",Gurgaon,5.0,1200,"Coffee, European",Lunch,10,25
The Calm Cup Cafe,"M3m 65th Avenue, Sector 65, Gurgaon",Gurgaon,5.0,1400,"Continental, Mexican, Coffee",Lunch,10,25
Nowhere Terrace Brewpub Cafe,"Cross Point Mall, Gurgaon",Gurgaon,4.4,2800,Multicuisine,Lunch,25,25
Downtown Magnum,"The Boulevard At Magnum Global Park, Sector 58, Gurgaon",Gurgaon,5.0,1600,"Mexican, Pan Asian",Lunch,10,25
Pinxx - Bar,"Sector 49, Gurgaon",Gurgaon,2.0,1200,Cocktail Menu,Lunch,25,25
DnD's - Drinks N Dine,"Sector 6, Dwarka, West Delhi",Delhi,4.1,1000,"Cocktail Menu, Multicuisine",Lunch,20,25
Kogai Japanese Dining,"Global Foyer Mall, Gurgaon",Gurgaon,4.3,1400,"Japanese, Sushi",Lunch,25,25
Longitude Bar,"Le Meridien, Gurgaon",Gurgaon,4.5,1700,"Finger Food, Cocktail Menu",Lunch,25,25
Cafe Caffeinated,"Sector 144, Noida",Noida,4.3,1200,Multicuisine,Lunch,20,25
Cicily,"Sector 12, Faridabad",Faridabad,3.5,1200,Multicuisine,Lunch,25,25
Amaltas - Indian Tapas & Bar,"Greater Kailash (GK) 2, South Delhi",Delhi,4.5,1200,Modern Indian,Lunch,10,25
Levernasia,"Gardens Galleria Mall, Sector 38 Noida",Noida,4.0,1600,Multicuisine,Lunch,30,25
Idlinama,"Greater Kailash (GK) 2, South Delhi",Delhi,4.5,800,South Indian,Lunch,10,25
Kakapo,"Mehrauli, South Delhi",Delhi,4.4,2500,Multicuisine,Lunch,20,25
Moti Mahal,"Sector 144, Noida",Noida,4.0,1500,"Mughlai, North Indian",Lunch,35,25
Ivory Tap,"Sector 63, Noida",Noida,4.0,1800,Multicuisine,Lunch,30,25
Sankalp A Multicuisine Restaurant,"Sector 13, Dwarka, West Delhi",Delhi,4.0,1200,Multicuisine,Lunch,15,25
Bobachee by Chef Yuvraj Kohli,"South Extension 2, South Delhi",Delhi,4.2,1800,Multicuisine,Lunch,25,25
Marbia,"New Friends Colony, South Delhi",Delhi,3.9,2000,Multicuisine,Lunch,20,25
Elina Vara,"Chattarpur, South Delhi",Delhi,4.6,2500,"European, Pan Asian",Lunch,10,25
Edna,"Greater Kailash (GK) 2, South Delhi",Delhi,5.0,1800,"European, Indian, Mexican",Lunch,25,25
B Takshila,"New Industrial Town, Faridabad",Faridabad,5.0,800,Multicuisine,Lunch,25,25
Cafe Nipaso,"Golf Course Road, Gurgaon",Gurgaon,5.0,800,Multicuisine,Lunch,25,25
Cafe Amaris,"ExpoInn Suites & Convention, Noida",Noida,5.0,2150,Cafe,Lunch,25,25
Cafe Pamaa,"Sector 141, Noida",Noida,4.5,1000,Multicuisine,Lunch,25,25
COCCO N CURRY,"Sector 3, Rohini, West Delhi",Delhi,4.5,1000,Multicuisine,Lunch,25,0
Quaff Brewing Co.,"Sector 49, Gurgaon",Gurgaon,4.8,2000,Multicuisine,Lunch,25,25
Molecule,"Sector 98, Noida",Noida,4.0,2500,"Cocktail Menu, Multicuisine",Lunch,25,25
Palmyra,"The Bristol, Gurgaon",Gurgaon,4.4,2500,Multicuisine,Lunch,25,25
Rigo Restaurant+Bistro,"Majnu ka Tila, North Delhi",Delhi,4.5,1000,"Chinese, Tibetan",Lunch,15,25
Shanghai Bar & Lounge,"The Bristol, Gurgaon",Gurgaon,4.8,1600,"Cocktail Menu, Finger Food",Lunch,25,25
Caffe Bella Italia,"Gwal Pahari, Gurgaon",Gurgaon,4.7,600,"Beverages, Italian",Lunch,25,25
 Juu Juu,"Sector 58, Gurgaon",Gurgaon,4.1,2000,"Mediterranean, Middle Eastern",Lunch,15,25
Meraak A Culinary Tale,"Preet Vihar, East Delhi",Delhi,4.0,1600,Multicuisine,Lunch,20,25
Blooms Cafe & Lounge,"Lajpat Nagar 2, South Delhi",Delhi,4.0,1000,Multicuisine,Lunch,20,25
Mongabay,"Sector 59, Gurgaon",Gurgaon,5.0,2500,Multicuisine,Lunch,15,25
Celgar,"Sarai Kale Khan, South Delhi",Delhi,3.7,1200,Multicuisine,Lunch,25,25
Guunaaj By Cafe Olgaa,"Paschim Vihar, West Delhi",Delhi,4.7,1300,Multicuisine,Lunch,25,25
Ethyl,"Radisson, Noida",Noida,4.3,4000,Finger Food,Lunch,25,25
Ping's Café Orient,"Lodhi Colony, South Delhi",Delhi,4.5,700,"Cocktail Menu, Pan Asian",Lunch,1,1
Sonido,"Hauz Khas Village, South Delhi",Delhi,3.9,1000,Multicuisine,Lunch,20,25
Emerald House,"Ashok Vihar Phase 2, North Delhi",Delhi,5.0,1000,Multicuisine,Lunch,15,25
Themis Barbecue House,"Netaji Subhash Place, North Delhi",Delhi,3.0,1200,Multicuisine,Lunch,20,25
Banjara,"Goldfinch Hotel, Faridabad",Faridabad,4.0,2000,Multicuisine,Lunch,25,25
Sky Rozo,"Janakpuri, West Delhi",Delhi,3.8,1400,"Chinese, North Indian, Thai, Continental",Lunch,15,25
Solanas Chinese & Thai,"DLF Phase 4, Gurgaon",Gurgaon,4.3,800,Chinese,Lunch,25,25
Pind Balluchi,"Logix City Centre Mall, Noida",Noida,3.6,800,North Indian,Lunch,20,25
Foresta,"Saidulajab, South Delhi",Delhi,4.5,800,Multicuisine,Lunch,20,25
Indian Grill Room,"Golf Course Road, Gurgaon",Gurgaon,4.4,1500,North Indian,Lunch,25,25
 Daisy Mae Cantina.,"Khan Market, Central Delhi",Delhi,4.0,1200,Multicuisine,Lunch,20,25
Kocktails & Kurries,"Pitampura, North Delhi",Delhi,4.2,1200,Multicuisine,Lunch,25,25
Coffee Island,"Sector 43, Gurgaon",Gurgaon,4.0,1000,Cafe,Lunch,10,25
The Chocolate Room,"Sector 21, Dwarka, West Delhi",Delhi,4.0,500,Cafe,Lunch,10,25
Salt & Smoke,"Punjabi Bagh, West Delhi",Delhi,4.0,1200,Multicuisine,Lunch,35,25
Tulsi,"Elan Epic Mall, Sector 70 Gurgaon",Gurgaon,4.0,1200,Indian,Lunch,10,25
Cena Pranzo – Italian Eatery,"Grand Hyatt, Gurgaon",Gurgaon,4.1,4000,"Desserts, Italian",Lunch,15,25
Railicious - Swad Ki Railgadi,"Sector 78, Noida",Noida,3.2,1200,Multicuisine,Lunch,30,25
Nineteenth Hole,"Grand Venice Mall, Greater Noida",Noida,3.8,1400,Multicuisine,Lunch,10,25
Penthouse Dutyfree,"Green Park, South Delhi",Delhi,3.5,2000,Multicuisine,Lunch,20,25
Bottle House,"Satyaniketan, South Delhi",Delhi,4.5,1000,Multicuisine,Lunch,15,25
Akra,"Lajpat Nagar 3, South Delhi",Delhi,2.3,1500,Multicuisine,Lunch,25,25
Prego ,"The Westin, Gurgaon",Gurgaon,4.3,3000,Italian,Lunch,50,25
Mona cava,"Aurobindo Marg, South Delhi",Delhi,3.9,1500,Multicuisine,Lunch,25,25
Pindi,"Pandara Road Market, Central Delhi",Delhi,4.7,2400,"Chinese, North Indian",Lunch,10,25
Heritage The Fine Dine,"Sector 15, Gurgaon",Gurgaon,4.4,900,Indian,Lunch,20,25
The Bar,"Hyatt Place, Gurgaon",Gurgaon,4.0,1500,Finger Food,Lunch,25,25
Poornatva Organic Cafe And Bakery,"Sector 49, Noida",Noida,4.0,1000,Bakery,Lunch,25,25
Remy's,"The Boulevard At Magnum Global Park, Sector 58, Gurgaon",Gurgaon,5.0,2800,Italian,Lunch,20,25
Prate Cafe,"Sector 67, Gurgaon",Gurgaon,5.0,1400,Multicuisine,Lunch,20,25
Jalsa cafe,"Vikaspuri, West Delhi",Delhi,5.0,500,Multicuisine,Lunch,20,25
The Masala Story,"South City 2, Gurgaon",Gurgaon,5.0,900,North Indian,Lunch,20,25
CAD Techbar & Craftkitchen,"32nd Avenue, Gurgaon",Gurgaon,4.2,1800,"Cocktail Menu, Modern Indian",Lunch,25,25
La Fierte Restro And Bar ,"Greater Noida, Noida",Noida,5.0,1000,Multicuisine,Lunch,30,25
Jungle Barbeque,"Sector 32, Noida",Noida,3.6,1400,Multicuisine,Lunch,25,25
 Solasta Cafe,"Gwal Pahari, Gurgaon",Gurgaon,4.0,800,Multicuisine,Lunch,25,25
Moreish Courtyard,"Saidulajab, South Delhi",Delhi,5.0,1000,Multicuisine,Lunch,20,25
Pour Over ,"Khan Market, Central Delhi",Delhi,4.1,1800,Continental,Lunch,15,25
Imperfecto Mehfil,"Chandni Chowk, Old Delhi",Delhi,4.2,1700,"Multicuisine, European, Mughlai, Asian",Lunch,15,25
